D:DiseaseID:12603,G:HGNC:4204
D:DiseaseID:2494,G:HGNC:2218
D:DiseaseID:5394,G:HGNC:2216
D:DiseaseID:4050,G:HGNC:2216
D:DiseaseID:801,G:HGNC:2213
D:DiseaseID:634,G:HGNC:2213
D:DiseaseID:3120,G:HGNC:2213
D:DiseaseID:801,G:HGNC:2212
D:DiseaseID:634,G:HGNC:2212
D:DiseaseID:801,G:HGNC:2211
D:DiseaseID:634,G:HGNC:2211
D:DiseaseID:7028,G:HGNC:2209
D:DiseaseID:2497,G:HGNC:2217
D:DiseaseID:7028,G:HGNC:2210
D:DiseaseID:7047,G:HGNC:2201
D:DiseaseID:3552,G:HGNC:2198
D:DiseaseID:3551,G:HGNC:2198
D:DiseaseID:3550,G:HGNC:2198
D:DiseaseID:3545,G:HGNC:2197
D:DiseaseID:3552,G:HGNC:2197
D:DiseaseID:3551,G:HGNC:2197
D:DiseaseID:3550,G:HGNC:2197
D:DiseaseID:2574,G:HGNC:2200
D:DiseaseID:2573,G:HGNC:2200
D:DiseaseID:7063,G:HGNC:2200
D:DiseaseID:2553,G:HGNC:2200
D:DiseaseID:2586,G:HGNC:2200
D:DiseaseID:3244,G:HGNC:2206
D:DiseaseID:3190,G:HGNC:2202
D:DiseaseID:2766,G:HGNC:2214
D:DiseaseID:1960,G:HGNC:2214
D:DiseaseID:2620,G:HGNC:2214
D:DiseaseID:2547,G:HGNC:2185
D:DiseaseID:1534,G:HGNC:2203
D:DiseaseID:3243,G:HGNC:2204
D:DiseaseID:3244,G:HGNC:2204
D:DiseaseID:1989,G:HGNC:1958
D:DiseaseID:1992,G:HGNC:1956
D:DiseaseID:2181,G:HGNC:1952
D:DiseaseID:3879,G:HGNC:1912
D:DiseaseID:7467,G:HGNC:2019
D:DiseaseID:7468,G:HGNC:2019
D:DiseaseID:3960,G:HGNC:5261
D:DiseaseID:2085,G:HGNC:5261
D:DiseaseID:854,G:HGNC:2295
D:DiseaseID:2479,G:HGNC:1856
D:DiseaseID:902,G:HGNC:13164
D:DiseaseID:3803,G:HGNC:6944
D:DiseaseID:12085,G:HGNC:1833
D:DiseaseID:3919,G:HGNC:2529
D:DiseaseID:10765,G:HGNC:2514
D:DiseaseID:9809,G:HGNC:2514
D:DiseaseID:1111,G:HGNC:2514
D:DiseaseID:2245,G:HGNC:2514
D:DiseaseID:2806,G:HGNC:2514
D:DiseaseID:2157,G:HGNC:2509
D:DiseaseID:9850,G:HGNC:2228
D:DiseaseID:2293,G:HGNC:12450
D:DiseaseID:4298,G:HGNC:1848
D:DiseaseID:1209,G:HGNC:1382
D:DiseaseID:1983,G:HGNC:1513
D:DiseaseID:3486,G:HGNC:1480
D:DiseaseID:4015,G:HGNC:1476
D:DiseaseID:6921,G:HGNC:1397
D:DiseaseID:1390,G:HGNC:1390
D:DiseaseID:3864,G:HGNC:1445
D:DiseaseID:1985,G:HGNC:1442
D:DiseaseID:3863,G:HGNC:1442
D:DiseaseID:3013,G:HGNC:9314
D:DiseaseID:2770,G:HGNC:1460
D:DiseaseID:3905,G:HGNC:1762
D:DiseaseID:2960,G:HGNC:1424
D:DiseaseID:2034,G:HGNC:2194
D:DiseaseID:2347,G:HGNC:1090
D:DiseaseID:9248,G:HGNC:1090
D:DiseaseID:12587,G:HGNC:12517
D:DiseaseID:7156,G:HGNC:1100
D:DiseaseID:2028,G:HGNC:1033
D:DiseaseID:3553,G:HGNC:1067
D:DiseaseID:4867,G:HGNC:1071
D:DiseaseID:4158,G:HGNC:1069
D:DiseaseID:5754,G:HGNC:7315
D:DiseaseID:7769,G:HGNC:1698
D:DiseaseID:12376,G:HGNC:5286
D:DiseaseID:12587,G:HGNC:288
D:DiseaseID:12587,G:HGNC:286
D:DiseaseID:1235,G:HGNC:11919
D:DiseaseID:4112,G:HGNC:11027
D:DiseaseID:9510,G:HGNC:1455
D:DiseaseID:2580,G:HGNC:7944
D:DiseaseID:2512,G:HGNC:7944
D:DiseaseID:772,G:HGNC:7939
D:DiseaseID:2336,G:HGNC:857
D:DiseaseID:702,G:HGNC:812
D:DiseaseID:7881,G:HGNC:812
D:DiseaseID:3188,G:HGNC:2719
D:DiseaseID:2087,G:HGNC:9870
D:DiseaseID:5895,G:HGNC:634
D:DiseaseID:4255,G:HGNC:603
D:DiseaseID:832,G:HGNC:11742
D:DiseaseID:6361,G:HGNC:8941
D:DiseaseID:2595,G:HGNC:11071
D:DiseaseID:8639,G:HGNC:775
D:DiseaseID:5752,G:HGNC:1633
D:DiseaseID:4969,G:HGNC:333
D:DiseaseID:2889,G:HGNC:620
D:DiseaseID:2224,G:HGNC:620
D:DiseaseID:12173,G:HGNC:11025
D:DiseaseID:2152,G:HGNC:11025
D:DiseaseID:5593,G:HGNC:9508
D:DiseaseID:12164,G:HGNC:9508
D:DiseaseID:3253,G:HGNC:9508
D:DiseaseID:3666,G:HGNC:9508
D:DiseaseID:7572,G:HGNC:9508
D:DiseaseID:5568,G:HGNC:6701
D:DiseaseID:4054,G:HGNC:4138
D:DiseaseID:2889,G:HGNC:7
D:DiseaseID:2184,G:HGNC:251
D:DiseaseID:3865,G:HGNC:329
D:DiseaseID:2876,G:HGNC:10990
D:DiseaseID:2671,G:HGNC:10990
D:DiseaseID:3712,G:HGNC:232
D:DiseaseID:1232,G:HGNC:362
D:DiseaseID:10191,G:HGNC:361
D:DiseaseID:4008,G:HGNC:469
D:DiseaseID:1549,G:HGNC:469
D:DiseaseID:4231,G:HGNC:257
D:DiseaseID:1461,G:HGNC:132
D:DiseaseID:6701,G:HGNC:130
D:DiseaseID:4120,G:HGNC:129
D:DiseaseID:2638,G:HGNC:129
D:DiseaseID:1698,G:HGNC:626
D:DiseaseID:8269,G:HGNC:11364
D:DiseaseID:6362,G:HGNC:171
D:DiseaseID:3639,G:HGNC:164
D:DiseaseID:2632,G:HGNC:3756
D:DiseaseID:4374,G:HGNC:3756
D:DiseaseID:4246,G:HGNC:3756
D:DiseaseID:3538,G:HGNC:3756
D:DiseaseID:3761,G:HGNC:144
D:DiseaseID:1462,G:HGNC:144
D:DiseaseID:1951,G:HGNC:145
D:DiseaseID:3528,G:HGNC:143
D:DiseaseID:3321,G:HGNC:143
D:DiseaseID:3667,G:HGNC:143
D:DiseaseID:1091,G:HGNC:118
D:DiseaseID:2028,G:HGNC:738
D:DiseaseID:2649,G:HGNC:1967
D:DiseaseID:2650,G:HGNC:1967
D:DiseaseID:3886,G:HGNC:1966
D:DiseaseID:3887,G:HGNC:1966
D:DiseaseID:3885,G:HGNC:1966
D:DiseaseID:2649,G:HGNC:1965
D:DiseaseID:3874,G:HGNC:1965
D:DiseaseID:3873,G:HGNC:1965
D:DiseaseID:3872,G:HGNC:1965
D:DiseaseID:3889,G:HGNC:1961
D:DiseaseID:3888,G:HGNC:1961
D:DiseaseID:2649,G:HGNC:1955
D:DiseaseID:3871,G:HGNC:1955
D:DiseaseID:3870,G:HGNC:1955
